Family,Species,Latitude,Longitude,Location,Source
Hipposideridae,Hipposideros speoris,17.383,78.4,"Golconda Fort, Hyderabad, Telangana",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,18.533,73.817,"Gokhlenagar, Pune, Maharastra, India",Chinnasamy et al. (2011)
Hipposideridae,Hipposideros speoris,20.29522,85.824787,Bhubaneswar city,Debata et al. (2018)
Hipposideridae,Hipposideros speoris,18.453,75.215,"Pothare, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.404,75.195,"Karmala, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,19.116,74.547,"Bhalavani, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,17.674,75.323,"Pandharpur, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.195,76.009,"Osmanabad caves, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.096,75.422,"Kurduwadi, Maharasthra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,6.431645393,80.41498566,"Martin's Lodge, Sinharaja Rainforest, Sri Lanka",GBIF 2022
Hipposideridae,Hipposideros speoris,12.75548458,77.56237,"Muninagara, Bannerghatta National Park, Bangalore, Karnataka",GBIF 2022
Hipposideridae,Hipposideros speoris,13.097301,77.3856398,"Nelamangala Town, Karnataka",GBIF 2022
Hipposideridae,Hipposideros speoris,6.1120571,81.06537,"Hambantota, Sri Lanka",GBIF 2022
Hipposideridae,Hipposideros speoris,19.64394153,78.6649847,"Mangurla, Telangana, India ",GBIF 2022
Hipposideridae,Hipposideros speoris,18.4766174,80.49990535,"Koyaveerapuram, Telangana state, India ",GBIF 2022
Hipposideridae,Hipposideros speoris,19.109722,79.095556,"Malyal, Telangana, India ",GBIF 2022
Hipposideridae,Hipposideros speoris,7.948518,80.763313,"Sigiriya, Sri Lanka",GBIF 2022
Hipposideridae,Hipposideros speoris,15.10234859,78.11143646,"Kurnool, Andhra Pradesh, India",GBIF 2022
Hipposideridae,Hipposideros speoris,7.709296,80.244492,"Wariyapola, Kurunegala, Sri Lanka",GBIF 2022
Hipposideridae,Hipposideros speoris,18.74832913,73.48315959,"Lohagadh, Malavali Village, Maval, Maharashtra",GBIF 2022
Hipposideridae,Hipposideros speoris,7.533333,80.7,"Mousakande, Central Province, Sri Lanka",GBIF 2022
Hipposideridae,Hipposideros speoris,16.156969,78.835699,"Akkamahadevibilam caves, Srisailm, Andhra Pradesh",Srinivasulu et al pers obs
